PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone
660,0,1,0,19.0,1,0,53.1,S,2,0
661,0,3,0,31.0,0,0,7.75,Q,1,1
662,1,2,1,4.0,1,1,23.0,S,3,0
663,1,3,0,6.0,0,1,12.475,S,2,0
664,0,3,0,33.0,0,0,9.5,S,1,1
665,0,3,0,23.0,0,0,7.8958,S,1,1
666,1,2,1,48.0,1,2,65.0,S,4,0
667,1,2,0,0.67,1,1,14.5,S,3,0
668,0,3,0,28.0,0,0,7.7958,S,1,1
669,0,2,0,18.0,0,0,11.5,S,1,1
670,0,3,0,34.0,0,0,8.05,S,1,1
671,1,1,1,33.0,0,0,86.5,S,1,1
673,0,3,0,41.0,0,0,7.125,S,1,1
674,1,3,0,20.0,0,0,7.2292,C,1,1
675,1,1,1,36.0,1,2,120.0,S,4,0
676,0,3,0,16.0,0,0,7.775,S,1,1
677,1,1,1,51.0,1,0,77.9583,S,2,0
679,0,3,1,30.5,0,0,7.75,Q,1,1
681,0,3,0,32.0,0,0,8.3625,S,1,1
682,0,3,0,24.0,0,0,9.5,S,1,1
683,0,3,0,48.0,0,0,7.8542,S,1,1
684,0,2,1,57.0,0,0,10.5,S,1,1
686,1,2,1,54.0,1,3,23.0,S,5,0
687,0,3,0,18.0,0,0,7.75,S,1,1
689,1,3,1,5.0,0,0,12.475,S,1,1
691,1,1,1,43.0,0,1,211.3375,S,2,0
692,1,3,1,13.0,0,0,7.2292,C,1,1
693,1,1,1,17.0,1,0,57.0,S,2,0
694,0,1,0,29.0,0,0,30.0,S,1,1
696,0,3,0,25.0,0,0,7.05,S,1,1
697,0,3,0,25.0,0,0,7.25,S,1,1
698,1,3,1,18.0,0,0,7.4958,S,1,1
699,0,3,0,8.0,4,1,29.125,Q,6,0
700,1,3,0,1.0,1,2,20.575,S,4,0
701,0,1,0,46.0,0,0,79.2,C,1,1
703,0,2,0,16.0,0,0,26.0,S,1,1
706,0,3,0,25.0,0,0,7.8958,S,1,1
707,0,2,0,39.0,0,0,13.0,S,1,1
708,1,1,1,49.0,0,0,25.9292,S,1,1
709,1,3,1,31.0,0,0,8.6833,S,1,1
710,0,3,0,30.0,0,0,7.2292,C,1,1
711,0,3,1,30.0,1,1,24.15,S,3,0
712,0,2,0,34.0,0,0,13.0,S,1,1
713,1,2,1,31.0,1,1,26.25,S,3,0
714,1,1,0,11.0,1,2,120.0,S,4,0
715,1,3,0,0.42,0,1,8.5167,C,2,0
716,1,3,0,27.0,0,0,6.975,S,1,1
717,0,3,0,31.0,0,0,7.775,S,1,1
718,0,1,0,39.0,0,0,0.0,S,1,1
719,0,3,1,18.0,0,0,7.775,S,1,1
720,0,2,0,39.0,0,0,13.0,S,1,1
721,1,1,1,33.0,1,0,53.1,S,2,0
722,0,3,0,26.0,0,0,7.8875,S,1,1
723,0,3,0,39.0,0,0,24.15,S,1,1
724,0,2,0,35.0,0,0,10.5,S,1,1
725,0,3,1,6.0,4,2,31.275,S,7,0
726,0,3,0,30.5,0,0,8.05,S,1,1
728,0,3,1,23.0,0,0,7.925,S,1,1
729,0,2,0,31.0,1,1,37.0042,C,3,0
730,0,3,0,43.0,0,0,6.45,S,1,1
731,0,3,0,10.0,3,2,27.9,S,6,0
732,1,1,1,52.0,1,1,93.5,S,3,0
733,1,3,0,27.0,0,0,8.6625,S,1,1
734,0,1,0,38.0,0,0,0.0,S,1,1
735,1,3,1,27.0,0,1,12.475,S,2,0
736,0,3,0,2.0,4,1,39.6875,S,6,0
739,1,2,0,1.0,0,2,37.0042,C,3,0
742,1,3,1,15.0,1,0,14.4542,C,2,0
743,1,2,0,0.83,1,1,18.75,S,3,0
745,0,3,0,23.0,0,0,7.8542,S,1,1
746,0,3,0,18.0,0,0,8.3,S,1,1
747,1,1,1,39.0,1,1,83.1583,C,3,0
748,0,3,0,21.0,0,0,8.6625,S,1,1
750,1,3,0,32.0,0,0,56.4958,S,1,1
752,0,3,0,20.0,0,0,7.925,S,1,1
753,0,2,0,16.0,0,0,10.5,S,1,1
754,1,1,1,30.0,0,0,31.0,C,1,1
755,0,3,0,34.5,0,0,6.4375,C,1,1
756,0,3,0,17.0,0,0,8.6625,S,1,1
757,0,3,0,42.0,0,0,7.55,S,1,1
759,0,3,0,35.0,0,0,7.8958,C,1,1
760,0,2,0,28.0,0,1,33.0,S,2,0
762,0,3,0,4.0,4,2,31.275,S,7,0
763,0,3,0,74.0,0,0,7.775,S,1,1
764,0,3,1,9.0,1,1,15.2458,C,3,0
765,1,1,1,16.0,0,1,39.4,S,2,0
766,0,2,1,44.0,1,0,26.0,S,2,0
767,1,3,1,18.0,0,1,9.35,S,2,0
768,1,1,1,45.0,1,1,164.8667,S,3,0
769,1,1,0,51.0,0,0,26.55,S,1,1
770,1,3,1,24.0,0,3,19.2583,C,4,0
772,0,3,0,41.0,2,0,14.1083,S,3,0
773,0,2,0,21.0,1,0,11.5,S,2,0
774,1,1,1,48.0,0,0,25.9292,S,1,1
776,0,2,0,24.0,0,0,13.0,S,1,1
777,1,2,1,42.0,0,0,13.0,S,1,1
778,1,2,1,27.0,1,0,13.8583,C,2,0
779,0,1,0,31.0,0,0,50.4958,S,1,1
781,1,3,0,4.0,1,1,11.1333,S,3,0
782,0,3,0,26.0,0,0,7.8958,S,1,1
783,1,1,1,47.0,1,1,52.5542,S,3,0
784,0,1,0,33.0,0,0,5.0,S,1,1
785,0,3,0,47.0,0,0,9.0,S,1,1
786,1,2,1,28.0,1,0,24.0,C,2,0
787,1,3,1,15.0,0,0,7.225,C,1,1
788,0,3,0,20.0,0,0,9.8458,S,1,1
789,0,3,0,19.0,0,0,7.8958,S,1,1
791,1,1,1,56.0,0,1,83.1583,C,2,0
792,1,2,1,25.0,0,1,26.0,S,2,0
793,0,3,0,33.0,0,0,7.8958,S,1,1
794,0,3,1,22.0,0,0,10.5167,S,1,1
795,0,2,0,28.0,0,0,10.5,S,1,1
796,0,3,0,25.0,0,0,7.05,S,1,1
797,0,3,1,39.0,0,5,29.125,Q,6,0
798,0,2,0,27.0,0,0,13.0,S,1,1
799,1,1,1,19.0,0,0,30.0,S,1,1
801,1,1,0,26.0,0,0,30.0,C,1,1
802,0,3,0,32.0,0,0,7.75,Q,1,1
